01. 01. 2010		  10e1c0 19857.21884219925
01/01/2010	    	 4f7316 1.8083e+04
2011-05-01  :   71c264    598.1611124120943
05/01/2011  	438263 1.0718e+04
05/02/2011  	    65b0b3	  	34.34045321837544
2011-05-02   :   239198	 	 1.7878e+04
2011-05-02  	   5ae812   1433.791729266314
02. 05. 2011 		 2fbbcd   1.5057e+04
2011-05-02 	    344703 9.2157e+02
02.05.2011   79079a   	1.6372e+04
2011-05-02   	 39e1de 2.6717e+02
2011-05-02    	 7bb8b0	2.2312e+02
2011-05-02      188e36  436.2915952439902
02. 05. 2011  	1f0790	1.0864e+04
03. 05. 2011      917a08  1.2525e+03
2011-05-03      020e24 	12604.913592257266
2011-05-03    	  4d5e5b   272.2780595561032
03.05.2011     	 6ce349	   6.9456e+02
2011-05-03    218d2d    1.3691e+03
03. 05. 2011  	 	1e165c   1.7687e+04
2011-05-03 	   	3edee8  		1.2236e+04
05/03/2011  	 6a4acf 16767.92763725821
2011-05-03 	  	  0199f4	1.1599e+03
03.05.2011    	 19c5ed 3.8162e+02
2011-05-03 	   	8a6c0c  4.3181e+02
03.05.2011   		  	362840  1.0004e+03
2011-05-03       4a8e82  1.5985e+04
05/03/2011 	   496b71 1.4045e+04
2011-05-04   1152ca    2.6392e+02
2011-05-04 	   2bbfec    6.4220e+02
2011-05-04    1265e4 1.1315e+04
2011-05-04  :   4c2e91 514.9983398625303
04.05.2011     	48c492	 1089.115438706242
2011-05-04	  3f5074	 1.2211e+04
04.05.2011    088b68   1244.8986476911296
04.05.2011   87b370		  1.1175e+04
05/04/2011  	36f71d 	1.3649e+03
2011-05-04	      6a8713	   1.3796e+04
04.05.2011    3ff67b   4.8724e+02
2011-05-04  		6a6e48	 1.7762e+04
2011-05-04   :    81e4c0  1.2370e+04
05/04/2011    	5b1ef6	   6.1962e+02
05/04/2011  	0cbca6   7.8631e+01
05. 05. 2011    60e83e  1.8489e+04
05. 05. 2011     	 2492eb 	1.5892e+04
05.05.2011		 	480849 1.3622e+04
2011-05-05	 	4f8f86 1.8205e+04
05. 05. 2011    		16da09   1.2138e+03
05. 05. 2011	    31ca19  1.4226e+04
05. 05. 2011  	    66151d	 3.5516e+02
05. 05. 2011    	  5c82aa	1.7585e+04
05/05/2011  		 5c083e	  1.5257e+04
2011-05-05	     33dc0e  	 1.8181e+04
2011-05-05    	1ed0f7 1.8030e+04
2011-05-06   70b8b1   467.11551858581987
2011-05-06   	 4ec48e  177.36098714644774
06.05.2011      63e163  1.9527e+04
2011-05-06   		175b00  9.0883e+02
06.05.2011   	52893b	  1.1300e+04
05/06/2011	  	666d10	   18798.011223962985
2011-05-06 : 541612  11374.414215502986
2011-05-06	     	1e4629 3.7646e+02
07.05.2011      2d24ee  1.7652e+04
05/07/2011     87775c  1.6493e+04
2011-05-07   60dafc			 1.0401e+04
2011-05-07 		    2adfb7  9.5183e+02
2011-05-07        437ac6  1.5358e+03
2011-05-07     2f8d28   1.8077e+02
2011-05-07        5e1f7b  1.4432e+04
07.05.2011      954acd  10768.301906853725
2011-05-07 	   		 2affb7    1.1850e+04
07.05.2011   	  0fbc5c  703.6336880128957
07. 05. 2011     80d2a1	1267.955324479409
05/07/2011 	   15f12b	703.5905610780734
2011-05-07	    	7993b5 1.9747e+04
2011-05-08   3ceaf6  1.1277e+04
2011-05-08 :   62e61f  12999.213884465289
08.05.2011	    284ce5	 	 1.2927e+03
08.05.2011   5ced7b		 1.9170e+04
05/08/2011       3e988d 	1.7665e+03
2011-05-08	       35c1d6			1.6509e+03
2011-05-08  	  3c9356 1.7709e+04
2011-05-08   77e869	1193.0247378578451
2011-05-09 	: 95efb3  	 10392.49916113219
09. 05. 2011       	58f39b 	 	9.0355e+02
2011-05-09   	   0329b9 1.2940e+04
2011-05-09	:    4b2d73 	5.5864e+02
2011-05-09 	   1876cf  1.1090e+04
05/09/2011	      1714e6   9.2315e+02
09.05.2011    93e323	1.5650e+03
2011-05-09  	   	 178ccd  3.2000e+02
2011-05-09	  0d0346	 1.2303e+03
10.05.2011	     7c0be1  3.9854e+00
2011-05-10		12b398  1.3996e+04
2011-05-10	   49f1b9 1422.3865890910042
2011-05-10   	 5516ac 1.1395e+03
2011-05-10    4b70f4  1.5933e+04
05/10/2011   :   32ab72   8.6006e+02
05/10/2011	    6d7717  	6.4349e+01
10. 05. 2011    	 72962d    6.8881e+02
2011-05-10   	 1fd181  1.0171e+03
2011-05-10   	 6c2eb4	1.1086e+03
2011-05-10  : 43e526   	1.5053e+04
2011-05-10   	  03d251   8.9474e+02
2011-05-10    	 9358aa 1.0704e+04
10.05.2011     	 5ebd4a   6.1279e+01
10.05.2011      27bcb4 1.5783e+04
05/10/2011    	2d725e	 380.3041582520021
2011-05-10  8819bc 1.9082e+04
10. 05. 2011  	 445792 3.1525e+02
2011-05-10  	77bda3 1015.1573680866182
10.05.2011		 07e9ae	   1.5133e+03
11.05.2011	   	 6f7153  	 1.6813e+02
11.05.2011	    	8585ef 	  4.6454e+02
05/11/2011	 	    76a75b   13692.988744449094
05/11/2011   	  9302ae    1.7315e+04
05/11/2011    6ced04    4.6286e+02
11.05.2011		  		67a131    1.8638e+03
2011-05-11	 	   	5a3626 	 9.8911e+02
2011-05-11   	 1ef035	 	 1.3083e+04
11. 05. 2011	   075729 9.5207e+02
2011-05-11 	   61fa13   1.3561e+03
2011-05-11   	  8f165d  1.0460e+04
11.05.2011  		73de51   15967.411983368294
2011-05-12 		    	1d68b6   	1.8248e+04
05/12/2011 		  	8b0657   1.2253e+04
12. 05. 2011   			  720a34 1.4270e+04
2011-05-12   5011d9 1.0953e+04
2011-05-12  	 	4b9fd8	1.2610e+03
12. 05. 2011		 7be40f   	1.0526e+03
12.05.2011   6b408a	  1.9762e+04
2011-05-12 	 6240f8  8.9798e+02
2011-05-12  	  0b9752			 7.3212e+01
12. 05. 2011      00d98a   1.1966e+04
2011-05-12     679580	 1.8082e+04
2011-05-12     5e38b4    1.8992e+04
05/12/2011   	771e78  	1.9346e+04
13. 05. 2011   226f9a 1.5000e+04
2011-05-13	   96b9bb 1.9349e+04
13. 05. 2011	    5bd7f1 		1.4569e+03
05/13/2011	:   6a02ff    1.4049e+02
13. 05. 2011	      625de6 	18922.333350146822
05/13/2011  	 	89ae49		 1.7632e+04
2011-05-13    3f73cc	 	 1480.6158329174598
2011-05-13      517931	 16068.090035538775
13.05.2011   	   15a1ac 1.9549e+04
2011-05-13	   2d8a95 1.5117e+04
05/13/2011 	   	 0cc85c   1.1659e+03
2011-05-14    803f1f  1.4619e+04
2011-05-14    109298  	 1.7494e+04
2011-05-14 		    2cde4f		  1.7322e+04
2011-05-14    0eaa4c   1.0637e+03
05/14/2011 			  3839aa 514.7619732078556
14.05.2011   	   26c888 1.9118e+04
2011-05-14	   	 48bc83   1.4885e+04
2011-05-14     911f1e   1.1930e+04
14.05.2011 	   	883836 1.1626e+04
2011-05-14  	 	45931b   6.1948e+02
14. 05. 2011	   072788 1.6584e+04
14.05.2011   150b13			 1.2183e+04
2011-05-14     8ea9eb   5.0920e+02
05/14/2011  	  515e88 1058.9956295402892
2011-05-14   88729d 6.0579e+02
2011-05-14   846bec   14155.443347490815
14. 05. 2011    03877d	  	12183.312899604352
2011-05-14 	 :  490ea9    1.7104e+04
15. 05. 2011   	   2a1188 1.0871e+04
2011-05-15 	 8d4b73	10292.221617976578
05/15/2011     8cc7e8	1641.7850587552775
15.05.2011	  	  6158d9	1.8213e+04
2011-05-15 		  8f68b3   215.736365984013
2011-05-15  	68c694 1105.1787925688188
05/15/2011      	228891  	1.1000e+03
2011-05-15  	 :  44e929 	1.2266e+04
05/15/2011 	   4263bb 1.9589e+04
05/15/2011    	40e53f 	14036.346480888971
05/15/2011     3f073e 1.6768e+03
2011-05-16  0beec9   1.4750e+03
2011-05-16  	9043d6  		5.6798e+02
2011-05-16		 			731842		8.7775e+02
16.05.2011    490211  	 85.51610950258251
17. 05. 2011     	 	602e8c    1.8074e+03
17.05.2011   			 5dd4a4 	1.8970e+02
2011-05-17     	6fdfb1  	6.6738e+01
2011-05-17	 3e01e5 	  4.0701e+02
2011-05-17 	   641abe  1087.6275074100117
05/18/2011	 612dd2		433.41324120492897
2011-05-18	    72d3ea	  1.7953e+03
05/19/2011   	    7432b2 9.1718e+02
2011-05-19	     1b3a2f  1.0431e+03
05/19/2011  	   923e69    1.4924e+03
2011-05-20 	  485eb8    477.1056803814109
2011-05-20  	  18cc0e  902.5270074870192
2011-05-20    51d42b 1.0367e+03
20. 05. 2011	   	 61efdb		1.1687e+03
20. 05. 2011	    	  288384	6.4262e+02
05/20/2011     55d2f1	425.54250745932194
2011-05-20  278a38  	8.2399e+02
05/20/2011     14699f 1.1166e+03
2011-05-21  		42b2b0   1763.3067667412472
21.05.2011  	  217f99 1.5650e+03
22.05.2011  	   21ce8a    7.4978e+02
22. 05. 2011   250694  1.0362e+03
2011-05-22 	  	  4768c6 	  1398.3885570341588
22.05.2011     	86c240 1.1611e+03
2011-05-22	    83e239  1079.051988820493
2011-05-22 	  28a969   1.1271e+03
22. 05. 2011  	 7421eb  	 1.0521e+03
2011-05-23 	     5faac7    9.4002e+02
05/23/2011 		    178391 3.4420e+02
23. 05. 2011      1a2040    9.4247e+02
2011-05-23      492e8c 1.1886e+03
2011-05-23 	 	 872ded   	2.5995e+02
05/24/2011	       92ba60 1.2110e+03
05/24/2011		 		 0eae92 	3.1732e+02
05/24/2011	    4af8d3    2.6601e+02
2011-05-24    492fd5    1119.1251524938996
2011-05-25 	  		7b29af 	1.8196e+02
2011-05-25  	    4c13e4   3.4032e+02
2011-05-25    88538d   1.2308e+03
2011-05-25      2222a8	   7.8690e+02
2011-05-25     3ce502	  2.5429e+02
2011-05-26   	 	  467bdf    2.8967e+02
05/26/2011	   6a6e48 9.5947e+02
05/26/2011 	   35bbeb	 	 4.6376e+02
26.05.2011   014567  9.2377e+02
26.05.2011  	 2a56fc   	1.9613e+03
05/27/2011	  	4a5fcc  1034.272452388376
27.05.2011 	68e000   5.6246e+02
2011-05-27    	 1e82b9 	  1.3607e+03
2011-05-27   :  62a056	1.4958e+03
27.05.2011   	565c3f	854.5892683023711
2011-05-27     	 92210f  786.8874029842594
2011-05-27  17ab18	 4.0486e+02
2011-05-27  	  4bb831    8.8236e+02
2011-05-28    3cf041 	1.3423e+03
2011-05-28  	   91d3d7   7.8316e+02
2011-05-28      4eb550 1.3363e+02
2011-05-28   1265e4	1.4633e+02
05/28/2011     3051b0    5.3047e+02
2011-05-28	 	 01db7c	6.8287e+02
28.05.2011   	  85bbf9 7.5975e+02
05/28/2011      6e929f 	 8.9147e+02
2011-05-28      256a17   9.9795e+02
28. 05. 2011	 846be5	4.4761e+02
05/28/2011  	   536bc0   662.1256303876637
2011-05-28    03cb91 	 1.7624e+03
29. 05. 2011   	  79334a  1.4566e+03
29.05.2011	   		  2a49a8   1.0779e+03
05/29/2011    	3d0325    7.7777e+02
29.05.2011       1f7652 382.2914927164447
2011-05-29 	 7cc7ba 	 5.9403e+02
2011-05-29 	   	2731ec   1.9058e+03
2011-05-29   	1e0b6f 	488.63508416915425
2011-05-29        09893d	 	9.5025e+02
30.05.2011  		 705f32 928.1967268058123
05/30/2011   	 416c09  1.0326e+02
05/30/2011     048649  1.5156e+02
2011-05-30  		031216		1.4877e+02
2011-05-30 	   10f367 3.6926e+02
2011-05-30  :		  4a8e82  	9.3560e+02
2011-05-31 	  	59cb2e   791.1501405989134
2011-05-31   		82f138 7.7490e+02
2011-05-31		 		  7d6145 	 343.2541948787377
31.05.2011 		 :	  511491	 794.2005709576658
06/01/2011     95a266	 	1692.0551473659275
2011-06-01    605bd5  	 3.6952e+01
2011-06-01   :  2d59b1  1292.1194911597997
01.06.2011   09ee14 		9.5330e+01
01.06.2011     	 79942d    4.2621e+02
2011-06-01  	  020e24  	4.7617e+02
01. 06. 2011 	 : 	69539e  3.9741e+02
2011-06-01  		 94552e  		1.0543e+03
2011-06-02  		  3edee8 61.091621514552834
2011-06-02       2e9578    5.6589e+02
06/02/2011      34fda5	 1.3459e+03
2011-06-02 	  7c59c1    6.3897e+02
2011-06-02    6a4acc   	1.1573e+03
02.06.2011 	  	   5a7058 988.2778709786536
06/02/2011 	  	5596c4   	9.8656e+02
2011-06-03 	  64279d  657.1640310071073
2011-06-03  	    4d7ff2 9.2899e+01
06/03/2011   	   	4ab518	 	8.3401e+02
06/03/2011 	 	 86f7ba	  9.8469e+01
06/03/2011		 20b7e7   	4.2173e+02
2011-06-03  	  0c576b  	1001.9476426758115
04.06.2011     	31f9e1 4.5363e+01
2011-06-04	:	 861914    2.7369e+02
06/04/2011    73a270 	467.7185892725148
06/04/2011		   	 3155d6 8.6383e+02
06/04/2011    :   1d7f0f   5.4012e+02
2011-06-04  	  720a34  1381.3773150472318
2011-06-05    	 	 0e0c57	 1.4961e+02
2011-06-05	      1c9d9d	 1628.2037091331622
2011-06-05     02a741    5.3367e+00
2011-06-05    1b93ec 8.3775e+02
05. 06. 2011      	79cf77  1.2660e+03
06/05/2011 	 :  60c425 	 6.3575e+02
2011-06-05  	  0bd5ff 5.2498e+02
2011-06-05     	03877d  1.1459e+03
06. 06. 2011	 	  366249	   337.83783996074783
2011-06-06 	 	 08b882	   7.4545e+02
2011-06-07     3163e2 536.6339816560002
07.06.2011    1ed0f7		 8.3598e+02
06/07/2011  :	  8d4b73    1027.9728267629446
2011-06-07		981a39	 	3.2579e+02
2011-06-08   352480 	8.3115e+02
08. 06. 2011 		:	6cb4e2	869.7108508034846
2011-06-08    6ae072  	1.1632e+03
2011-06-08   	2ae3fc 	  3.1005e+02
06/08/2011  	4325ce 543.4830665799473
2011-06-08 	  	954acd  4.8385e+02
2011-06-08   	 2be82f 1.1082e+02
06/08/2011 	   52893b 513.6253914650144
06/08/2011    3a9501 1.5612e+03
2011-06-09       	830198  1.0418e+03
09.06.2011	       76f11d   621.7839404019368
2011-06-09     63383e   6.0524e+02
06/09/2011 	 :   8a9e7b    1.1402e+03
2011-06-09   227bd8	1.0476e+02
09.06.2011  	 6592c4   1.3095e+03
2011-06-09    	82da1e    6.2932e+02
06/10/2011     4f8f86   7.5983e+02
10. 06. 2011  :   1ab834  1.8621e+03
10. 06. 2011   	   7525bb  1.0100e+03
2011-06-10	     	 75cde8		636.2174413405378
06/10/2011 	  	  599ea0 	 8.2657e+02
06/10/2011   14d60d 3.1536e+02
11. 06. 2011   67e0df  	1350.0608073631795
06/11/2011  	  46ba00  1.1518e+02
2011-06-11			   180437 	1.6125e+02
2011-06-11   	 64c565    8.4565e+02
2011-06-11  		 237802  	 9.9427e+02
2011-06-11 	8b9176 2.3951e+02
2011-06-11       3f85d1    1023.7168666340084
2011-06-12   717200  575.5442012837137
12. 06. 2011 	 7001af   2.7069e+02
13.06.2011  	 76e099	   1.9394e+02
2011-06-13 	   6abe3f  7.1227e+02
13.06.2011	  :   1a21c1 	9.2266e+02
13.06.2011  		 2cfd1f 	41.831753622824905
2011-06-13   0f4795    16.21903169684769
06/13/2011		      0cc80c 1.4070e+03
06/13/2011     6fee46 	 1205.568934390505
14.06.2011	  	53bdad 		 711.5219152464756
14. 06. 2011   	9744a8	2.3166e+02
2011-06-14   	 221e12   	1.1518e+03
06/14/2011      	06564b 	 	1182.0301033115802
06/14/2011   86247e  6.4310e+02
2011-06-14    :  939607	 1.3006e+03
2011-06-14  	   923e3b  1.8303e+02
14.06.2011    	 91fee4 	7.1639e+02
2011-06-14  1c57f6  4.3251e+02
14. 06. 2011	     228fed	 	1.0136e+03
2011-06-15 	    7973d9	1568.8239483593159
2011-06-15	 : 23367b  1.1759e+03
2011-06-15    : 2602db  2.5720e+01
15.06.2011			   629233 2.5543311273771137
2011-06-15       3ef35e  1.4971e+02
06/15/2011	: 	 82fe77	   1.2618e+03
2011-06-16    	 56f82a 	 6.2865e+01
2011-06-16	  	 1f7664	  3.9123e+01
2011-06-16		  257a72    1.6497e+03
16. 06. 2011			  	  3c9356  6.0937e+02
2011-06-16        13fc06	 7.1347e+02
06/17/2011      54f1ec	1.0360e+03
17.06.2011     2a226b 	5.0026e+02
2011-06-17 		  1d7d2c  	 1.5009e+03
2011-06-17    963ab3 	 5.2793e+02
17.06.2011   	1f3d42   1.7461e+02
2011-06-17    3bce08  954.2992433571285
06/17/2011     6dc379   9.4536e+01
2011-06-18     	429ef2	   3.7429e+02
06/18/2011			 814a8b 1.3454e+03
06/18/2011       58785b	 5.8926e+02
06/18/2011 :   69b3a7    1.7236e+02
2011-06-18  	: 	097a9f	   4.8601e+02
2011-06-19   0e85c9   1247.942940330001
2011-06-19       704085  	4.0711e+02
19.06.2011   95502b   6.3673e+02
2011-06-19 	      6bfa92	  4.8060e+02
20.06.2011     	88c3bb    1.3781e+02
2011-06-20    31d29e 	1100.7451481490314
06/20/2011   73797c 	 	6.9952e+02
20. 06. 2011     1bb3f5 0.2077766829712469
2011-06-20  	  232b55 	 1.5515e+03
2011-06-20   	5011d9	  8.0060e+02
06/20/2011	    775939  2.1764e+02
2011-06-21    	 13485f  5.9590e+02
2011-06-21     2f950a 7.8956e+02
2011-06-21	  6bd490    6.7364e+02
22.06.2011	:   259c68  1.8687e+02
2011-06-22    239ab5  9.5414e+02
2011-06-22     59e89c	701.0845255510078
22. 06. 2011	 2937a2 1.8767e+02
2011-06-22	    	  478bd4 1.0774e+03
2011-06-22       5f603b    1.0262e+03
23.06.2011  129fba 1.2704e+03
2011-06-23    4263bb	  	1.9075e+03
2011-06-23      5ad826	7.7622e+02
2011-06-23    	50dd25   3.4061e+01
23.06.2011 	   13b27c		 	3.0451e+02
23. 06. 2011  	 	  	5089e0 6.7148e+02
24. 06. 2011  	  50adb0 			7.8724e+01
2011-06-24 	287785 	8.4059e+02
2011-06-24   	 63e163  4.2471e+02
2011-06-25 	    814609  236.57317603194323
2011-06-26     29f80b 1137.7946598726408
2011-06-26	      357af7  1.3725e+03
2011-06-26       69dd3e   	6.8013e+02
06/27/2011 		61f6c6    9.5450e+02
06/27/2011   08be26	2.4365e+02
27. 06. 2011	   	8517f3 1.1942e+03
2011-06-27   	 5de825 1190.2366996909473
06/27/2011   		87775c	789.9324372384514
28. 06. 2011	  89ae49 138.28773469577638
2011-06-28       496b71    1111.786537924256
2011-06-28   	 5e24be  1.6252e+03
2011-06-29      5dbac4   8.7335e+02
2011-06-29	    			1f5b1d   1.2170e+03
30.06.2011   	 1de8b5   	1.9253e+02
2011-06-30        51f185  6.8865e+02
2011-06-30  	541612    7.6044e+01
2011-07-01 : 780871  8.3396e+02
07/01/2011	  	 	 193a60  936.925730725426
2011-07-01	  : 	8f165d	   167.39458616685548
2011-07-01    54f7b6	 	998.3298496365793
01. 07. 2011  		   144fa8	2.0850e+00
2011-07-01   0df57b 	 9.8316e+02
02.07.2011      20669d 2.3139e+02
02. 07. 2011   	  	88f0cf	  1.2894e+03
2011-07-03   2f1bbb		  613.014642847003
07/03/2011				  27e3e6   6.2556e+02
2011-07-03      	79b609 		 1429.239662446423
2011-07-03 	 		 26c888			 5.2333e+02
07/04/2011    	0ce7a5 1.0640e+03
07/04/2011     07cfcd	  1.3862e+03
2011-07-04	      7e3eac		6.9071e+02
2011-07-04  	   2cde4f 	 88.88414341042385
07/04/2011     81e4c0  	 7.5383e+02
2011-07-04       3f5074    5.1937e+02
07/04/2011     226f9a    464.6380825088921
2011-07-05  	  2697a9   7.2086e+02
05. 07. 2011 	:	 31e484  	1.6760e+03
2011-07-05   76a75b   5.3582e+01
06.07.2011    3436eb	513.752056733409
2011-07-06			 4b70f4	 3.4340e+02
2011-07-06     02c881   	1.6749e+03
06. 07. 2011  	 42df5e  1743.5405486224283
06.07.2011	  6f94d1		1.3620e+03
07/06/2011	  2badb3    1.3714e+03
2011-07-07 	   7abd37	 6.1784e+02
2011-07-08		  :   71ec63 	1.0129e+03
08. 07. 2011 	 :    2328fd    1.2234e+03
2011-07-09		  : 1f137f   7.9745e+01
2011-07-10  1cd7d0  	1.9404e+03
2011-07-10    	 517119	1.4137e+03
2011-07-10   	    6158d9    226.8634866156276
2011-07-10  :  463300	 8.1178e+02
2011-07-10 	   	 06a681    9.8320e+02
2011-07-11	  	64ffcc  1.0608e+03
2011-07-11 	7552d3	4.6592e+02
11.07.2011 	     715b50 117.69045136331756
11.07.2011   666d10 3.5148e+02
2011-07-11	  4631fa  3.2011e+02
11. 07. 2011     4d9e1d  12.806346289126012
07/11/2011   714951	  97.2035761056024
2011-07-12    883836  5.8803e+02
2011-07-12 	 7b2c23 	 	6.9283e+02
07/12/2011	 	0b8038	   2.7224e+01
2011-07-12   8a58c0  1151.8482698978703
2011-07-12 		   1cb45a	496.9678303980149
13. 07. 2011  6ab55d 8.6887e+02
07/13/2011 	      23bd10	5.8201e+02
2011-07-13        934df7	  5.5223e+02
2011-07-14    3f1b38	 1547.5907274008305
07/14/2011 	 	   31ca19 3.5344e+02
2011-07-14  48bc83	1.3835e+02
14.07.2011	   76f687  1.3822e+02
2011-07-14      6e76db		 276.02540369278944
14.07.2011		 911f1e 	8.6748e+02
2011-07-15    	17404b   1.1858e+03
07/15/2011   47250a  	972.197598625571
07/16/2011  69d8f2    7.1609e+02
2011-07-16	   845410 	 6.2434e+02
2011-07-18	 	 	5ec302  1.1782e+03
2011-07-18   	: 5698f3		 1.2510e+03
2011-07-18		 15856a 566.1922989514716
07/18/2011   	  	 8104b1 1.6328e+03
2011-07-18 	   95efb3		 1.0053e+03
18.07.2011     0f7728 	41.815221340596814
18.07.2011     44d5b6  	2.0045e+02
2011-07-19   	 803f1f    338.8869980825994
19. 07. 2011    33dc0e  	5.7831e+01
07/19/2011	      5c083e   951.39614086147
20.07.2011 : 16ab28 		1.1846e+03
07/20/2011	  	8c70ed 4.4117e+02
2011-07-20 		2fbbcd   1.2667e+03
21. 07. 2011      7993b5  	 5.6797e+02
2011-07-21    915872   1096.9520983819439
21.07.2011  	6a8713  3.8069e+01
2011-07-21   27bcb4   9.6124e+02
22.07.2011  	 74f71b 	 1.3268e+03
2011-07-22     	  3f3adf  		2.8106e+02
07/22/2011    980277    8.1642e+02
22. 07. 2011       7ea056	358.9166558861832
07/23/2011 			  8819bc 5.0289e+02
23.07.2011	  :	  0d6830  4.4704e+02
2011-07-23   1ef035   604.5251256937302
2011-07-23 :  	 73eb26	 5.7351e+02
23.07.2011	     		48c69a  	9.8079e+02
2011-07-24   	45f069   	2.0153e+02
24. 07. 2011    4b2548  4.7810e+02
2011-07-24  	: 	  64d065	3.7359e+02
2011-07-25 	  4c14e7		 	5.8631e+02
25.07.2011	   : 64ed15 	1.0454e+03
25. 07. 2011    	 5e1f7b 4.5320e+02
2011-07-25  		 579157 929.1425656738575
2011-07-26   	 	8d279e 2.8594e+02
2011-07-26    	0e7a75   8.6297e+02
26.07.2011		  324656   	1.0048e+03
2011-07-27	     80fae3	 9.0273e+02
27.07.2011   578d81	1.0341e+03
07/27/2011     79079a 1.4999e+03
2011-07-27	      858150 	 3.4005e+02
28.07.2011  	: 7d541d   	2.6551e+02
28. 07. 2011     957366	   1241.1737736914824
29.07.2011   7b5e36  1.8594e+03
07/29/2011  072788 1.0972e+03
2011-07-30	   90fd12  4.0986e+02
2011-07-30     	 625de6   	302.05212947200846
07/30/2011     	4f2c93   5.4590e+02
31.07.2011    		40e53f	801.2880869562953
2011-07-31 : 648151    6.8316e+02
2011-08-01     7b15af  9.2691e+02
2011-08-01 	   6a4acf 	 5.4627e+02
08/02/2011   	  83fc3a 	1.0436e+03
08/02/2011       5bf7bb	4.2502e+02
08/02/2011      6b408a  988.1575757480563
2011-08-03 		 60e83e 8.1636e+02
2011-08-03  	1e165c	7.5911e+02
2011-08-03 	148154	  918.6186991348234
2011-08-03  7cbd9c  5.7264e+02
03.08.2011	  	:   	40d427 	1.0691e+03
03.08.2011       	0f722e		  1.1515e+02
04.08.2011  : 840d52 1120.1962836516288
2011-08-04  	 	797ffb  1.9045e+02
2011-08-04  7cdfaf    6.6123e+02
2011-08-04       80e927 4.0718e+02
04. 08. 2011 	    7bd1ca	8.2183e+02
08/05/2011	   60dafc  4.7766e+02
08/05/2011  	    442dbd 695.2496156249691
08/05/2011	    	8ef834		 763.238420304817
08/05/2011  	  30a74f	 1.1416e+03
05.08.2011    43e526	1067.0476108013852
06.08.2011     		6ecca0 1.7858e+03
08/06/2011     983e7e  1.0471e+03
07.08.2011     44e929   1.1366e+03
2011-08-07    	 150b13	   9.6844e+02
2011-08-07   	  412e54    1.3187e+03
08. 08. 2011	      81f53d    1.0729e+03
08.08.2011       	4955c3 1.4280e+03
08.08.2011 		 62e61f 5.3150e+02
09.08.2011		     64ac05   	1.0161e+03
09.08.2011	   	381142    4.2339e+02
08/10/2011   	 5cbba3   	3.7681e+02
2011-08-11 :	  	723113   1.3778e+03
11.08.2011       902a14  8.9926e+02
2011-08-12	    00d98a    190.92638994932176
2011-08-13		 	0f1d46    618.426259688669
13. 08. 2011    9302ae	 3.1652e+02
14.08.2011      73de51  1.3735e+03
2011-08-14      1d68b6	 8.8069e+02
2011-08-15	:	   8ae7b0    3.7485e+02
15.08.2011    	2f722a 1410.3750236867113
16.08.2011  	  39ac9f 7.4226e+02
2011-08-17      	239198 			1.4454e+02
2011-08-17	 480849	  861.6151115542705
2011-08-17  		 3f9819 	8.4046e+02
2011-08-18    :   2d8a95 		2.3871e+02
19. 08. 2011    	 2492eb   1.1850e+03
08/22/2011   76d91c   1.6141e+03
08/22/2011	    846bec 3.4134e+02
22.08.2011 		 6659c4   1.0370e+03
22. 08. 2011   9358aa   440.0685213786952
2011-08-23 	5ced7b 	 1361.6656313624378
2011-08-23	 		  	 311dd1  1.6020e+02
08/25/2011	 	 2d24ee  1.3786e+03
2011-08-26     87b370 	  8.2463e+02
2011-08-26   	8b0657    5.4917e+02
28. 08. 2011     1f0790			5.7709e+02
2011-08-28 		  12b398	 1.0333e+03
08/28/2011  		 	1876cf  2.4677e+02
2011-08-28    771e78  1.1588e+03
2011-08-29    2a1188  7.4508e+02
29. 08. 2011	 5c82aa   1.3868e+03
2011-08-30 		438263	3.8826e+02
2011-08-31  	  490ea9 9.7302e+02
2011-08-31 		96b9bb   1.7627e+03
2011-08-31   	 	 517931		1.5310e+03
02.09.2011		   2affb7 6.7074e+02
03. 09. 2011   679580   7.5311e+02
09/04/2011 	    	3ceaf6  711.9977032981832
2011-09-04  	  	109298  3.8921e+02
04.09.2011    	0329b9 2.8087e+02
2011-09-06 		15a1ac	1.8995e+03
09/10/2011    5e38b4	 1172.233715455669
